country,year,gdpPercap,lifeExp,code,log_gdppc
Costa Rica,1994,8820,76.9,cr,3.3434085938038574
Cuba,1994,9000,75,cu,3.3521825181113627
Dominican Republic,1994,5970,71.8,do,3.173914339801407
Ecuador,1994,7720,72.6,ec,3.285557309007774
El Salvador,1994,5450,69.8,sv,3.13433651094868
Guatemala,1994,5460,66,gt,3.1351326513767748
Honduras,1994,3240,68.3,hn,2.90848501887865
Mexico,1994,13700,72.7,mx,3.534660575828444
Nicaragua,1994,2840,73.6,ni,2.8512583487190755
Panama,1994,9240,75.4,pa,3.3636119798921444
Paraguay,1994,6360,74.4,py,3.2013971243204513
Peru,1994,5900,70.7,pe,3.1687920203141817
Spain,1994,24500,77.9,es,3.78710609303657
Uruguay,1994,11800,73.5,uy,3.469822015978163
Venezuela,1994,15100,72.7,ve,3.576916955965207
Argentina,1995,13900,73.1,ar,3.540954808926133
Bolivia,1995,4110,64.3,bo,3.0117818305481068
Brazil,1995,11100,69.7,br,3.443262987458695
Chile,1995,12200,75.4,cl,3.484299839346786
Colombia,1995,8440,72,co,3.3242824552976926
Costa Rica,1995,8960,77,cr,3.3502480183341627
Cuba,1995,9270,75.2,cu,3.3650197428165347
Dominican Republic,1995,6190,72.1,do,3.1896306576921556
Ecuador,1995,7730,72.8,ec,3.2861195025903625
El Salvador,1995,5730,70.3,sv,3.1560946306394277
Guatemala,1995,5600,66.6,gt,3.146128035678238
Honduras,1995,3280,68.5,hn,2.9138138523837167
Mexico,1995,12700,72.9,mx,3.5017437296279943
Nicaragua,1995,2950,73.7,ni,2.8677620246502005
Panama,1995,9210,75.5,pa,3.3621996388688866
Paraguay,1995,6640,74.5,py,3.220108088040055
Peru,1995,6230,71.2,pe,3.192428055331207
Spain,1995,25100,78.2,es,3.797613730153076
Uruguay,1995,11500,73.5,uy,3.4586378490256493
Venezuela,1995,15300,73,ve,3.5826314394896364
Argentina,1996,14500,73.3,ar,3.5593080109070123
Bolivia,1996,4200,65,bo,3.0211892990699383
Brazil,1996,11100,70,br,3.443262987458695
Chile,1996,12800,75.7,cl,3.505149978319906
Colombia,1996,8480,72.2,co,3.326335860928751
Costa Rica,1996,8860,77.1,cr,3.3453737305590883
Cuba,1996,10000,75.5,cu,3.3979400086720375
Dominican Republic,1996,6520,72.2,do,3.2121876044039577
Ecuador,1996,7700,73.1,ec,3.2844307338445193
El Salvador,1996,5760,70.6,sv,3.1583624920952498
Guatemala,1996,5640,67.2,gt,3.1492191126553797
Honduras,1996,3300,68.8,hn,2.916453948549925
Mexico,1996,13200,73.2,mx,3.5185139398778875
Nicaragua,1996,3080,74,ni,2.886490725172482
Panama,1996,9390,75.7,pa,3.3706056009381484
Paraguay,1996,6590,74.5,py,3.2168254232660476
Peru,1996,6300,71.9,pe,3.197280558125619
Spain,1996,25600,78.4,es,3.806179973983887
Uruguay,1996,12100,73.7,uy,3.4807253789884878
Venezuela,1996,15000,73.5,ve,3.574031267727719
Argentina,1997,15500,73.5,ar,3.588271706842329
Bolivia,1997,4320,65.6,bo,3.03342375548695
Brazil,1997,11300,70.4,br,3.4510184521554574
Chile,1997,13600,76.2,cl,3.531478917042255
Colombia,1997,8630,72.7,co,3.3339508043872472
Costa Rica,1997,9130,77.3,cr,3.3584107862063366
Cuba,1997,10300,75.7,cu,3.41077723337721
Dominican Republic,1997,6920,72.5,do,3.2380461031287955
Ecuador,1997,7870,73.5,ec,3.2939147410311023
El Salvador,1997,5950,71.1,sv,3.1724569744005873
Guatemala,1997,5750,67.6,gt,3.157607853361668
Honduras,1997,3370,69,hn,2.925569909543376
Mexico,1997,13900,73.5,mx,3.540954808926133
Nicaragua,1997,3140,74.4,ni,2.8948696567452528
Panama,1997,9800,75.9,pa,3.3891660843645326
Paraguay,1997,6720,74.5,py,3.225309281725863
Peru,1997,6600,72.6,pe,3.2174839442139063
Spain,1997,26400,78.7,es,3.8195439355418688
Uruguay,1997,13000,73.9,uy,3.5118833609788744
Venezuela,1997,15600,74,ve,3.591064607026499
Argentina,1998,15900,73.7,ar,3.5993371329924893
Bolivia,1998,4450,66.3,bo,3.046300019652969
Brazil,1998,11200,70.8,br,3.4471580313422194
Chile,1998,14000,76.5,cl,3.5440680443502757
Colombia,1998,8550,73,co,3.3299061234002103
Costa Rica,1998,9550,77.5,cr,3.377943380255784
Cuba,1998,10400,76,cu,3.4149733479708178
Dominican Republic,1998,7290,72.7,do,3.260667536990012
Ecuador,1998,7960,73.7,ec,3.298853076409707
El Salvador,1998,6120,71.3,sv,3.184691430817599
Guatemala,1998,5900,67.8,gt,3.1687920203141817
Honduras,1998,3380,63,hn,2.926856708949692
Mexico,1998,14300,73.7,mx,3.5532760461370994
Nicaragua,1998,3200,72.7,ni,2.9030899869919438
Panama,1998,10300,76.2,pa,3.41077723337721
Paraguay,1998,6580,74.5,py,3.216165902285993
Peru,1998,6480,73.3,pe,3.2095150145426308
Spain,1998,27500,78.9,es,3.8372727025023003
Uruguay,1998,13500,74.2,uy,3.5282737771670436
Venezuela,1998,15400,74.1,ve,3.5854607295085006
Argentina,1999,15200,73.9,ar,3.57978359661681
Bolivia,1999,4390,67,bo,3.040404528914159
Brazil,1999,11100,71.1,br,3.443262987458695
Chile,1999,13800,76.9,cl,3.537819095073274
Colombia,1999,8070,73,co,3.304813543394108
Costa Rica,1999,9710,77.8,cr,3.3851592385800426
Cuba,1999,11100,76.3,cu,3.443262987458695
Dominican Republic,1999,7660,73,do,3.2821687783046416
Ecuador,1999,7440,74,ec,3.2695129442179165
El Salvador,1999,6280,71.9,sv,3.1958996524092336
Guatemala,1999,6000,68.3,gt,3.1760912590556813
Honduras,1999,3230,69.4,hn,2.9071425310031405
Mexico,1999,14500,74.1,mx,3.5593080109070123
Nicaragua,1999,3370,75.2,ni,2.925569909543376
Panama,1999,10500,76.5,pa,3.4191293077419758
Paraguay,1999,6360,74.5,py,3.2013971243204513
Peru,1999,6480,74.1,pe,3.2095150145426308
Spain,1999,28600,79.1,es,3.8543060418010806
Uruguay,1999,13200,74.4,uy,3.5185139398778875
Venezuela,1999,14200,70.7,ve,3.550228353055094
Argentina,2000,14900,74.2,ar,3.5711262770843115
Bolivia,2000,4410,67.7,bo,3.042378598139876
Brazil,2000,11400,71.4,br,3.45484486000851
Chile,2000,14300,77.2,cl,3.5532760461370994
Colombia,2000,8310,73.3,co,3.3175410324561487
Costa Rica,2000,9880,78,cr,3.392696953259666
Cuba,2000,11600,76.6,cu,3.462397997898956
Dominican Republic,2000,7960,73.2,do,3.298853076409707
Ecuador,2000,7390,74.3,ec,3.2665844470668635
El Salvador,2000,6360,72.2,sv,3.2013971243204513
Guatemala,2000,6070,68.6,gt,3.1811286997472954
Honduras,2000,3330,69.6,hn,2.9203842421783577
Mexico,2000,15000,74.6,mx,3.574031267727719
Nicaragua,2000,3460,75.6,ni,2.9370161074648142
Panama,2000,10600,76.9,pa,3.423245873936808
Paraguay,2000,6090,74.4,py,3.182557301304913
Peru,2000,6560,74.8,pe,3.214843848047698
Spain,2000,30000,79.4,es,3.8750612633917
Uruguay,2000,12900,74.8,uy,3.5085297189712867
Venezuela,2000,14400,74.3,ve,3.5563025007672873
Argentina,2001,14100,74.4,ar,3.5471591213274176
Bolivia,2001,4400,68.3,bo,3.041392685158225
Brazil,2001,11400,71.8,br,3.45484486000851
Chile,2001,14600,77.4,cl,3.5622928644564746
Colombia,2001,8330,73.4,co,3.318585010078825
Costa Rica,2001,10000,78.3,cr,3.3979400086720375
Cuba,2001,11900,76.9,cu,3.4734869700645685
Dominican Republic,2001,7980,73.4,do,3.299942900022767
Ecuador,2001,7550,74.6,ec,3.275886960301226
El Salvador,2001,6430,71.9,sv,3.20615098159626
Guatemala,2001,6070,68.9,gt,3.1811286997472954
Honduras,2001,3330,69.7,hn,2.9203842421783577
Mexico,2001,14700,74.9,mx,3.5652573434202135
Nicaragua,2001,3510,75.9,ni,2.943247125137862
Panama,2001,10400,77.1,pa,3.4149733479708178
Paraguay,2001,5920,74.3,py,3.1702617153949575
Peru,2001,6520,75.4,pe,3.2121876044039577
Spain,2001,31000,79.7,es,3.88930170250631
Uruguay,2001,12400,74.9,uy,3.4913616938342726
Venezuela,2001,14600,74.4,ve,3.5622928644564746
Argentina,2002,12400,74.5,ar,3.4913616938342726
Bolivia,2002,4430,68.8,bo,3.044343734895107
Brazil,2002,11600,72.1,br,3.462397997898956
Chile,2002,14900,77.7,cl,3.5711262770843115
Colombia,2002,8420,73.6,co,3.323252100171687
Costa Rica,2002,10200,78.5,cr,3.406540180433955
Cuba,2002,12100,77.1,cu,3.4807253789884878
Dominican Republic,2002,8320,73.5,do,3.3180633349627615
Ecuador,2002,7730,74.8,ec,3.2861195025903625
El Salvador,2002,6540,72.7,sv,3.2135177569963047
Guatemala,2002,6160,69.3,gt,3.187520720836463
Honduras,2002,3370,69.9,hn,2.925569909543376
Mexico,2002,14600,74.9,mx,3.5622928644564746
Nicaragua,2002,3490,76,ni,2.9407654356312176
Panama,2002,10500,77.2,pa,3.4191293077419758
Paraguay,2002,5810,74.3,py,3.162116141062368
Peru,2002,6780,75.9,pe,3.229169702539101
Spain,2002,31400,79.8,es,3.8948696567452528
Uruguay,2002,11400,75,uy,3.45484486000851
Venezuela,2002,13100,74.3,ve,3.515211304327802
Argentina,2003,13400,74.6,ar,3.525044807036845
Bolivia,2003,4470,69.3,bo,3.048247531803974
Brazil,2003,11500,72.4,br,3.4586378490256493
Chile,2003,15300,77.9,cl,3.5826314394896364
Colombia,2003,8630,74.3,co,3.3339508043872472
Costa Rica,2003,10500,78.8,cr,3.4191293077419758
Cuba,2003,12400,77.3,cu,3.4913616938342726
Dominican Republic,2003,8170,73.5,do,3.310162065204453
Ecuador,2003,7810,75.1,ec,3.290591042549338
El Salvador,2003,6660,72.8,sv,3.2214142378423385
Guatemala,2003,6170,69.5,gt,3.1882251727052795
Honduras,2003,3440,70,hn,2.934498451243568
Mexico,2003,14600,74.9,mx,3.5622928644564746
Nicaragua,2003,3530,76.1,ni,2.9457147140598603
Panama,2003,10700,77.3,pa,3.427323786357247
Paraguay,2003,5950,74.2,py,3.1724569744005873
Peru,2003,6980,76.3,pe,3.241795431295199
Spain,2003,31800,80,es,3.9003671286564705
Uruguay,2003,11500,75,uy,3.4586378490256493
Venezuela,2003,11900,74.2,ve,3.4734869700645685
Argentina,2004,14400,74.9,ar,3.5563025007672873
Bolivia,2004,4580,69.7,bo,3.0588054866759067
Brazil,2004,12100,72.7,br,3.4807253789884878
Chile,2004,16300,78.1,cl,3.6101276130759956
Colombia,2004,8960,74.6,co,3.3502480183341627
Costa Rica,2004,10800,79.1,cr,3.4313637641589874
Cuba,2004,13100,77.5,cu,3.515211304327802
Dominican Republic,2004,8150,73.3,do,3.3090976174120144
Ecuador,2004,8310,75.3,ec,3.3175410324561487
El Salvador,2004,6750,72.9,sv,3.2272437815030623
Guatemala,2004,6210,69.7,gt,3.191031608848618
Honduras,2004,3570,70.3,hn,2.9506082247842307
Mexico,2004,15000,75.2,mx,3.574031267727719
Nicaragua,2004,3670,76.3,ni,2.962606072924127
Panama,2004,11300,77.4,pa,3.4510184521554574
Paraguay,2004,6090,74,py,3.182557301304913
Peru,2004,7230,76.7,pe,3.2570783059665684
Spain,2004,32300,80.2,es,3.9071425310031405
Uruguay,2004,12100,75.3,uy,3.4807253789884878
Venezuela,2004,13800,74.9,ve,3.537819095073274
Argentina,2005,15500,75.2,ar,3.588271706842329
Bolivia,2005,4700,70.1,bo,3.070037866607755
Brazil,2005,12300,73,br,3.4878451201114355
Chile,2005,17000,78.4,cl,3.6283889300503116
Colombia,2005,9260,75,co,3.364550995353972
Costa Rica,2005,11000,79.3,cr,3.439332693830263
Cuba,2005,14100,77.6,cu,3.5471591213274176
Dominican Republic,2005,8780,73.5,do,3.34143452457814
Ecuador,2005,8610,75.6,ec,3.3329431601256925
El Salvador,2005,6960,73.1,sv,3.2405492482826
Guatemala,2005,6270,69.8,gt,3.195207549502754
Honduras,2005,3700,70.6,hn,2.9661417327390325
Mexico,2005,15300,75.2,mx,3.5826314394896364
Nicaragua,2005,3770,76.6,ni,2.9742813588778305
Panama,2005,11900,77.5,pa,3.4734869700645685
Paraguay,2005,6120,74.1,py,3.184691430817599
Peru,2005,7600,77.1,pe,3.278753600952829
Spain,2005,32900,80.5,es,3.915135906622012
Uruguay,2005,13000,75.6,uy,3.5118833609788744
Venezuela,2005,14900,75.1,ve,3.5711262770843115
Argentina,2006,16600,75.3,ar,3.6180480967120925
Bolivia,2006,4840,70.5,bo,3.0827853703164503
Brazil,2006,12600,73.3,br,3.4983105537896004
Chile,2006,17900,78.7,cl,3.650793039651931
Colombia,2006,9760,75.2,co,3.387389826338729
Costa Rica,2006,11700,79.6,cr,3.466125870418199
Cuba,2006,15800,77.8,cu,3.59659709562646
Dominican Republic,2006,9580,73.6,do,3.379305517750582
Ecuador,2006,8840,75.8,ec,3.3443922736851106
El Salvador,2006,7200,73.3,sv,3.255272505103306
Guatemala,2006,6460,70.2,gt,3.2081725266671217
Honduras,2006,3850,70.8,hn,2.983400738180538
Mexico,2006,15800,75.5,mx,3.59659709562646
Nicaragua,2006,3870,76.9,ni,2.985650973690949
Panama,2006,12700,77.5,pa,3.5017437296279943
Paraguay,2006,6320,74.1,py,3.1986570869544226
Peru,2006,8070,77.5,pe,3.304813543394108
Spain,2006,33700,80.8,es,3.925569909543376
Uruguay,2006,13500,75.8,uy,3.5282737771670436
Venezuela,2006,16100,75,ve,3.6047658847038875
Argentina,2007,17900,75.3,ar,3.650793039651931
Bolivia,2007,4970,70.7,bo,3.09429639740537
Brazil,2007,13300,73.5,br,3.5217916496391233
Chile,2007,18600,78.9,cl,3.667452952889954
Colombia,2007,10300,75.8,co,3.41077723337721
Costa Rica,2007,12400,80,cr,3.4913616938342726
Cuba,2007,16900,78,cu,3.625826713285711
Dominican Republic,2007,10300,73.9,do,3.41077723337721
Ecuador,2007,8880,76,ec,3.346352974450639
El Salvador,2007,7440,73.5,sv,3.2695129442179165
Guatemala,2007,6710,70.5,gt,3.2246625288410296
Honduras,2007,4000,71.1,hn,3
Mexico,2007,16000,75.7,mx,3.6020599913279625
Nicaragua,2007,4010,77,ni,3.00108438129222
Panama,2007,13900,77.6,pa,3.540954808926133
Paraguay,2007,6570,74.1,py,3.2155053782318186
Peru,2007,8650,77.7,pe,3.3349561161368517
Spain,2007,34300,81,es,3.9332341287148083
Uruguay,2007,14300,75.8,uy,3.5532760461370994
Venezuela,2007,17300,75,ve,3.635986111800833
Argentina,2008,18400,75.5,ar,3.662757831681574
Bolivia,2008,5190,71,bo,3.1131073665204956
Brazil,2008,13800,73.8,br,3.537819095073274
Chile,2008,19000,79.2,cl,3.6766936096248664
Colombia,2008,10500,76,co,3.4191293077419758
Costa Rica,2008,12800,80.2,cr,3.505149978319906
Cuba,2008,17600,78.1,cu,3.6434526764861874
Dominican Republic,2008,10400,74.2,do,3.4149733479708178
Ecuador,2008,9290,76.3,ec,3.3659557226656793
El Salvador,2008,7500,73.8,sv,3.2730012720637376
Guatemala,2008,6780,70.8,gt,3.229169702539101
Honduras,2008,4080,71.3,hn,3.0086001717619175
Mexico,2008,16000,75.5,mx,3.6020599913279625
Nicaragua,2008,4090,77.3,ni,3.0096633166793794
Panama,2008,14900,77.6,pa,3.5711262770843115
Paraguay,2008,6890,74.1,py,3.2361592305796636
Peru,2008,9320,77.9,pe,3.367355921026019
Spain,2008,34200,81.3,es,3.931966114728173
Uruguay,2008,15300,76.1,uy,3.5826314394896364
Venezuela,2008,17900,74.9,ve,3.650793039651931
Argentina,2009,17200,75.7,ar,3.6334684555795866
Bolivia,2009,5280,71.3,bo,3.12057393120585
Brazil,2009,13700,74,br,3.534660575828444
Chile,2009,18500,79.2,cl,3.6651117370750512
Colombia,2009,10600,76.2,co,3.423245873936808
Costa Rica,2009,12500,80.3,cr,3.494850021680094
Cuba,2009,17900,78.3,cu,3.650793039651931
Dominican Republic,2009,10400,74.4,do,3.4149733479708178
Ecuador,2009,9180,76.5,ec,3.36078268987328
El Salvador,2009,7230,73.8,sv,3.2570783059665684
Guatemala,2009,6670,71,gt,3.2220658425885866
Honduras,2009,3900,71.5,hn,2.989004615698537
Mexico,2009,15000,75.4,mx,3.574031267727719
Nicaragua,2009,3910,77.3,ni,2.990116766067904
Panama,2009,14800,77.7,pa,3.568201724066995
Paraguay,2009,6530,74,py,3.2128531899471113
Peru,2009,9310,77.9,pe,3.36688968965338
Spain,2009,32700,81.7,es,3.912487761332324
Uruguay,2009,15900,76.3,uy,3.5993371329924893
Venezuela,2009,17100,75,ve,3.6309361190641916
Argentina,2010,18700,75.8,ar,3.6697816152085365
Bolivia,2010,5410,71.6,bo,3.131137273778607
Brazil,2010,14500,74.2,br,3.5593080109070123
Chile,2010,19400,79.1,cl,3.6857417386022635
Colombia,2010,10900,76.4,co,3.4353665066126613
Costa Rica,2010,13000,80.4,cr,3.5118833609788744
Cuba,2010,18300,78.4,cu,3.6603910984024672
Dominican Republic,2010,11100,74.6,do,3.443262987458695
Ecuador,2010,9350,76.7,ec,3.3687516195445553
El Salvador,2010,7300,74.1,sv,3.2612628687924934
Guatemala,2010,6710,71.3,gt,3.2246625288410296
Honduras,2010,3970,71.6,hn,2.9967305154351527
Mexico,2010,15500,75.5,mx,3.588271706842329
Nicaragua,2010,4030,77.4,ni,3.003245054813147
Panama,2010,15400,77.8,pa,3.5854607295085006
Paraguay,2010,7290,74.1,py,3.260667536990012
Peru,2010,9960,77.9,pe,3.3961993470957363
Spain,2010,32500,81.9,es,3.909823369650912
Uruguay,2010,17100,76.4,uy,3.6309361190641916
Venezuela,2010,16500,75.4,ve,3.6154239528859438
Argentina,2011,19600,76,ar,3.690196080028514
Bolivia,2011,5600,71.9,bo,3.146128035678238
Brazil,2011,15000,74.4,br,3.574031267727719
Chile,2011,20400,79.5,cl,3.7075701760979363
Colombia,2011,11500,77,co,3.4586378490256493
Costa Rica,2011,13400,80.5,cr,3.525044807036845
Cuba,2011,18800,78.5,cu,3.6720978579357175
Dominican Republic,2011,11300,74.7,do,3.4510184521554574
Ecuador,2011,9930,77,ec,3.394889257167419
El Salvador,2011,7430,74.3,sv,3.268928822432613
Guatemala,2011,6840,71.5,gt,3.2329961103921536
Honduras,2011,4050,71.8,hn,3.005395031886706
Mexico,2011,15900,75.8,mx,3.5993371329924893
Nicaragua,2011,4230,77.5,ni,3.0242803760470798
Panama,2011,16900,77.9,pa,3.625826713285711
Paraguay,2011,7510,74.1,py,3.273579945676206
Peru,2011,10400,78.1,pe,3.4149733479708178
Spain,2011,32100,82.2,es,3.90444504107691
Uruguay,2011,17900,76.4,uy,3.650793039651931
Venezuela,2011,17000,75.4,ve,3.6283889300503116
Argentina,2012,19200,76.1,ar,3.681241237375587
Bolivia,2012,5790,72.2,bo,3.160618572399474
Brazil,2012,15100,74.7,br,3.576916955965207
Chile,2012,21300,79.6,cl,3.726319612110775
Colombia,2012,11800,77.3,co,3.469822015978163
Costa Rica,2012,13900,80.6,cr,3.540954808926133
Cuba,2012,19400,78.6,cu,3.6857417386022635
Dominican Republic,2012,11500,74.9,do,3.4586378490256493
Ecuador,2012,10300,77.2,ec,3.41077723337721
El Salvador,2012,7530,74.5,sv,3.274734984872738
Guatemala,2012,6900,71.8,gt,3.2367890994092927
Honduras,2012,4140,71.8,hn,3.0149403497929366
Mexico,2012,16300,75.9,mx,3.6101276130759956
Nicaragua,2012,4450,77.5,ni,3.046300019652969
Panama,2012,18200,78,pa,3.6580113966571126
Paraguay,2012,7310,74.1,py,3.2618573856298982
Peru,2012,10900,78.5,pe,3.4353665066126613
Spain,2012,31100,82.3,es,3.890700397698875
Uruguay,2012,18500,76.5,uy,3.6651117370750512
Venezuela,2012,17700,75.3,ve,3.6459132750338443
Argentina,2013,19500,76.2,ar,3.687974620034556
Bolivia,2013,6090,72.5,bo,3.182557301304913
Brazil,2013,15400,74.9,br,3.5854607295085006
Chile,2013,22000,79.8,cl,3.7403626894942437
Colombia,2013,12300,77.7,co,3.4878451201114355
Costa Rica,2013,14000,80.7,cr,3.5440680443502757
Cuba,2013,20000,78.7,cu,3.6989700043360187
Dominican Republic,2013,11900,75.1,do,3.4734869700645685
Ecuador,2013,10700,77.5,ec,3.427323786357247
El Salvador,2013,7640,74.6,sv,3.2810333672477277
Guatemala,2013,7010,72.1,gt,3.243658026638696
Honduras,2013,4180,72.2,hn,3.019116290447073
Mexico,2013,16300,75.8,mx,3.6101276130759956
Nicaragua,2013,4620,77.6,ni,3.062581984228163
Panama,2013,19100,78.2,pa,3.678973375919765
Paraguay,2013,8230,74.2,py,3.3133398438843074
Peru,2013,11400,78.9,pe,3.45484486000851
Spain,2013,30700,82.6,es,3.885078384149224
Uruguay,2013,19300,76.7,uy,3.6834973176798114
Venezuela,2013,17700,75.4,ve,3.6459132750338443
Argentina,2014,18800,76.4,ar,3.6720978579357175
Bolivia,2014,6330,72.7,bo,3.1993437186893927
Brazil,2014,15400,75,br,3.5854607295085006
Chile,2014,22200,80,cl,3.7442929831226763
Colombia,2014,12700,77.9,co,3.5017437296279943
Costa Rica,2014,14400,80.8,cr,3.5563025007672873
Cuba,2014,20000,78.8,cu,3.6989700043360187
Dominican Republic,2014,12600,75.3,do,3.4983105537896004
Ecuador,2014,10900,77.8,ec,3.4353665066126613
El Salvador,2014,7710,74.8,sv,3.2849943867229947
Guatemala,2014,7150,72.3,gt,3.252246050473118
Honduras,2014,4230,72.3,hn,3.0242803760470798
Mexico,2014,16500,75.9,mx,3.6154239528859438
Nicaragua,2014,4790,77.8,ni,3.0782755220866007
Panama,2014,19900,78.4,pa,3.6967930850817443
Paraguay,2014,8500,74.2,py,3.3273589343863303
Peru,2014,11500,79.3,pe,3.4586378490256493
Spain,2014,31200,82.8,es,3.8920946026904804
Uruguay,2014,19800,77,uy,3.694605198933569
Venezuela,2014,16700,75.5,ve,3.620656479819621
Argentina,2015,19100,76.5,ar,3.678973375919765
Bolivia,2015,6530,73,bo,3.2128531899471113
Brazil,2015,14700,75.2,br,3.5652573434202135
Chile,2015,22500,80.1,cl,3.7501225267834
Colombia,2015,13000,78,co,3.5118833609788744
Costa Rica,2015,14900,80.9,cr,3.5711262770843115
Cuba,2015,20000,78.9,cu,3.6989700043360187
Dominican Republic,2015,13400,75.5,do,3.525044807036845
Ecuador,2015,10800,77.9,ec,3.4313637641589874
El Salvador,2015,7850,75,sv,3.2928096654172903
Guatemala,2015,7290,72.5,gt,3.260667536990012
Honduras,2015,4310,72.5,hn,3.032417278832769
Mexico,2015,16700,76.2,mx,3.620656479819621
Nicaragua,2015,4960,78,ni,3.093421685162235
Panama,2015,20700,78.7,pa,3.7139103541289553
Paraguay,2015,8640,74.4,py,3.3344537511509307
Peru,2015,11800,79.5,pe,3.469822015978163
Spain,2015,32200,82.9,es,3.9057958803678687
Uruguay,2015,19800,77.1,uy,3.694605198933569
Venezuela,2015,15600,75.5,ve,3.591064607026499
Argentina,2016,18500,76.7,ar,3.6651117370750512
Bolivia,2016,6710,73.3,bo,3.2246625288410296
Brazil,2016,14000,75.3,br,3.5440680443502757
Chile,2016,22700,80.2,cl,3.7539658658651605
Colombia,2016,13100,78.2,co,3.515211304327802
Costa Rica,2016,15400,81,cr,3.5854607295085006
Cuba,2016,20000,79,cu,3.6989700043360187
Dominican Republic,2016,14100,75.7,do,3.5471591213274176
Ecuador,2016,10500,77.9,ec,3.4191293077419758
El Salvador,2016,7990,75.3,sv,3.300486787986029
Guatemala,2016,7370,72.7,gt,3.2654074965310893
Honduras,2016,4390,72.7,hn,3.040404528914159
Mexico,2016,16800,76.4,mx,3.6232492903979003
Nicaragua,2016,5140,78.2,ni,3.1089031276673134
Panama,2016,21300,79,pa,3.726319612110775
Paraguay,2016,8880,74.6,py,3.346352974450639
Peru,2016,12100,79.7,pe,3.4807253789884878
Spain,2016,33300,82.9,es,3.9203842421783577
Uruguay,2016,20000,77.3,uy,3.6989700043360187
Venezuela,2016,15000,75.5,ve,3.574031267727719
Argentina,2017,18700,76.8,ar,3.6697816152085365
Bolivia,2017,6850,73.6,bo,3.2336305801644634
Brazil,2017,14200,75.5,br,3.550228353055094
Chile,2017,23000,80.5,cl,3.7596678446896306
Colombia,2017,13400,78.4,co,3.525044807036845
Costa Rica,2017,15800,81.2,cr,3.59659709562646
Cuba,2017,20000,79.2,cu,3.6989700043360187
Dominican Republic,2017,14700,75.9,do,3.5652573434202135
Ecuador,2017,10300,78.1,ec,3.41077723337721
El Salvador,2017,8150,75.5,sv,3.3090976174120144
Guatemala,2017,7440,73,gt,3.2695129442179165
